,Total_B_1,Total_B_2,Total_B_3,Total_B_4,Total_B_5,Total_B_6,Total_B_7,Total_B_8,Total_B_9,Total_B_10,Total_M_1,Total_M_2,Total_M_3,Total_M_4,Total_M_5,Total_M_6,Total_M_7,Total_M_8,Total_M_9,Total_M_10
SH3GLB1,25.1801413546439,24.0461949535381,23.4050483070306,25.1433984736819,25.217562541698,23.4661145579455,22.4191598011287,22.4511738870817,23.2246478761002,25.3339155639402,24.9978730713324,25.4909380113479,20.6182557068852,20.4444408963248,25.5602838490772,24.7436560044953,22.278008222104,25.5611291924602,24.8169476978822,24.8419654586029
SH3GLB2,25.7658247002061,25.5658423650925,25.7877575201432,25.9239291454825,26.1338687389859,25.805799950857,25.4409160451131,25.7230961563495,25.2923191049017,25.8182406431257,25.7852898189438,25.4906626382334,26.1550683492605,25.0112453441518,25.7173283437512,25.5778752583337,25.5251613751888,26.1491676686938,25.7127184210344,25.5684831496801
SHMT2,24.4642595583978,24.5075464195323,22.1733866339445,23.5851351481476,21.5072940456723,23.5293769168198,24.9337309904748,22.3978350736955,24.9063272998003,23.42538112512,25.1430091453546,25.1917824560956,21.1830315284473,25.7674421281619,25.0559380654032,25.4169953964944,26.4007056602451,24.6941299993731,25.7489104227004,26.6873908487024
SIAE,25.737118994535,23.1343623300796,23.5710153526848,21.787126454579,25.0673496677944,23.0779264946032,26.228815021528,23.7214202820574,26.5615516784767,26.2691369545884,26.0216386340169,26.4564941684185,26.6215665407436,26.70898828484,26.357816548405,27.3921473301002,26.4960077127224,26.63075926085,26.4189102045746,26.9531593373382
SIN3A,23.6091895617778,22.984242751473,21.9863989147751,23.1124325068998,21.6403032934202,22.9890368425063,22.5494819185478,23.622233652371,23.247974709447,23.5296955292438,23.6997528941011,23.9746505512198,23.2182735293273,23.7978831307012,23.4338991710402,23.587721672626,23.6830322904897,23.8719232808575,24.0661181037886,23.7687044832474
SKIV2L,23.1151821179299,22.8218799529441,22.2173769412891,20.6356866184195,22.8662737694967,23.9596956516413,24.0175879937048,17.5619995367081,23.1083763799441,24.5902370711788,23.8753023989587,24.896152032101,21.2906693471206,24.3813940286976,24.7064610274526,25.1891826993737,23.9397506515663,24.9266007618017,25.0964754959999,25.0208124634364
SKP1,27.7716540848931,28.1649485758381,28.6240445892271,28.2109934335108,28.126522365258,28.526266396648,27.9781469359445,27.785190025073,28.1191185973879,28.3979101888973,27.9956106957906,28.2729761979152,27.8659671217592,28.4539931707618,28.2502469430607,28.4783858776815,28.2731541052485,28.6090415753477,28.0225278273962,27.7720947466304
SLC12A2,26.512934882152,23.8673023379323,18.1919133365503,21.4200756872031,23.6242189393597,24.0023872068575,24.1172765680074,23.3691657709963,24.7883053254433,24.9427510893239,26.6925878345647,25.8266045389088,25.4316694959698,25.6328958267371,29.2329504416282,27.6681734446384,25.9596293294745,27.837015748063,25.7721576873211,25.8096808067872
SLC14A1,25.9733372192758,22.5972278501257,23.5755005256517,24.6888585617029,24.5133415954876,25.8525049356738,24.791438754961,23.6837294918485,25.2600101336359,26.1831551248019,22.77546747394,20.1233015241263,23.5234002560932,21.8761314692294,24.7061975166954,21.8299071640236,20.9869255466904,21.4853621364231,21.9198231990348,23.3996009151834
SLC1A5,24.7701674326947,23.1915192692803,23.613242711117,24.5405551816339,23.4262831362428,23.6789559689769,24.9079780332694,19.86298502854,25.2750829907655,24.6107671398911,25.0115865984133,24.9442713160619,22.0130960278872,25.3046251056643,25.0308637736619,25.4657547084143,24.9815042222609,26.2280993944223,25.5654647152433,25.4577313033928
SLC25A1,27.7704573241104,21.0465573689903,26.3325162972464,26.1529430163486,26.8772464954383,26.7750499947566,27.1758848292154,25.7687044832474,27.0004543066252,26.6142823091193,27.057446933754,27.1887678121027,26.7563364224675,26.4983837233351,26.9658723370922,26.851385339377,26.4756056711858,27.1255373887461,27.210203870008,27.5342303227384
SLC25A10,24.8974451835144,19.836489124679,23.8114664133867,22.9074642811184,22.3759435486215,21.9548452958499,23.1024912180343,16.739749240252,20.941035989414,22.8446829960557,25.108409916771,24.9758315286261,21.6438633607583,25.3605818900246,25.3989458784094,25.2179322644239,25.433007714483,25.7186091710673,25.5988646509913,26.0615315536658
SLC25A11,26.0540756420099,25.245576206771,25.0316211159972,23.7857810317029,25.2413632131988,25.7513644645049,25.3090741169534,25.5567513719757,25.7066454563491,25.4118013725793,25.3721886170033,26.1006718020924,25.4671239027235,25.763471138507,26.0369742725959,25.8063409492083,25.6885384607385,25.5430360695576,26.4131258500328,27.0053888026158
SLC25A12,27.1105819154334,26.0240931692263,26.1146977402646,26.7504702452098,27.0382100216485,26.7855642165006,26.6642447923975,26.4210954492434,26.575713269257,26.9082758811711,26.791910666299,26.6144227378964,25.9292222830084,26.5574527165779,26.6235214123718,26.6503411611514,26.6218459703476,26.3808162804856,26.5199684007358,27.2638289474964
SLC25A13,25.1520920057357,23.7433545687084,20.9993383610913,24.5449823501851,22.7546298774449,23.975175549421,24.3583700409376,22.9007651173159,24.4648204212531,24.8910605431469,24.9053175876352,26.2158420852708,25.1353961672663,26.2105197472649,25.5724497419939,26.2696898650729,24.4900811223247,26.5515537315736,26.458404235058,27.7761801906945
SLC25A24,26.4491749734893,26.9251297208074,26.2161752369982,26.2585193100099,26.4787253135578,26.4982163122989,26.2471529129163,26.1994601283766,26.170107062254,26.3936045235196,26.1987859805538,26.0233741690151,26.2391245998071,25.8765441122497,26.1422886108547,25.861146555003,26.1333984355265,25.9957185084455,26.4937957268503,26.4566351614024
SLC25A3,28.8675586222414,28.4737492192123,28.6738780054082,28.7219822343407,28.6339144369768,29.6066434897096,29.2602210595408,29.1361152609078,29.0715547110877,29.355377815192,28.9768094769844,29.7034871520155,29.1260545852634,29.3717525535858,29.6393073080487,29.391266570122,29.4590455753846,29.1587272058089,29.1858177316514,29.1049458936895
SLC25A4,29.9693900347591,28.7466636175789,28.7815365633891,29.1315353116804,29.5887619501372,29.2956813319804,29.0515212496475,29.2222325668911,29.3684674622883,29.3721470928322,29.6066258419559,28.9586728459285,29.1215660436168,28.9864170463198,29.4883811401795,29.541965971518,29.1690653671881,29.1155016387497,29.2924595370962,29.3240577312902
SLC25A5,26.7504702452098,27.0777553608149,26.7614181291689,27.1079910823664,26.739438647624,27.9748693236884,27.2101109517688,27.2453585947679,27.0911372110549,27.7417545770195,27.117831404994,27.5749918856524,27.6569007406969,27.8167158210326,27.6941167118907,28.3688212808164,26.9792378207155,27.3333867324118,26.9391004809062,27.5067296027496
SLC25A6,27.3044336294368,27.0791805465484,26.5069111575601,26.6575823181843,27.0785699250491,27.2147495482697,26.896660194115,26.5912077563398,26.555932705453,27.1975117300874,27.6475991760232,27.4234216656538,27.0505096420477,27.630620413341,27.3750094604686,27.838699594071,27.4559927484081,27.596264726189,27.0071012004915,27.6551953868955
SLC44A2,25.1256950301855,26.3710587334685,23.8606647794482,24.2303734927889,22.0417593318997,25.5174024351008,22.0952042422662,20.1578194296274,24.9152462640222,22.1127826180136,25.6359979214007,24.748833666591,19.5501063195689,25.1297876731814,25.0600681963076,22.9683954258672,19.9297610981243,25.6592712421614,25.9670165299064,25.6502041855955
SLC44A4,25.3881776156046,22.1318454577385,27.2434530882888,23.7129599326235,21.4697606801508,17.4330162137784,22.950058213772,26.2056997483851,28.0990368949803,23.2176706144449,26.5271319032718,20.6677077120138,25.4648204212531,25.2998829497194,26.3033016599468,25.1090080407859,26.1955606968752,26.2059979760661,26.7900469597474,25.6184332259984
SLC4A1,23.8008477766672,26.4031137321045,23.6088109346117,25.9480871748713,26.2188007400528,22.5862344221179,26.6869903040584,27.324143593218,24.8083801639345,22.4525097575028,22.9080849674437,25.654335123958,22.0692417515871,22.2867639044131,21.2087301962251,22.7574183077845,23.0778216646105,23.2796799729969,22.8016109228038,25.4339946515799
SLC4A4,22.596947438503,23.5717808402977,23.2482783687819,22.1406469975843,20.7549638005685,22.6473039568991,25.6514912426707,20.0056774393653,22.8548317651221,21.4436558189493,22.6004474877206,25.4552246111202,23.1243554558823,26.1777676102688,26.536529438828,22.3722172722286,27.4603742758439,26.7808172720886,27.3819550483585,26.8505510326673
SLC9A3R1,26.4178324320001,26.3361141061377,26.4728975463698,22.2923150757211,26.0521486086852,26.8432601511965,23.0496461193589,25.9063502395931,26.7645851301353,26.0704239860741,26.2379766463067,26.7059603158551,26.3229754329419,26.6639734561091,25.7955565619964,27.0484323270151,26.8623059068871,27.0313897480164,26.4877987037401,27.3554828369973
SLC9A3R2,25.8115438356616,21.3393842675045,25.3531958339358,22.5564422753328,24.7837672118577,21.259058660918,22.8660094176654,23.0264637849337,25.9691265047482,21.7731118105478,25.8379300797462,25.6682816697644,18.987144248778,25.8667925633842,26.0989867151559,25.5028206378336,22.4879835920778,25.5883223367277,25.9420575128166,25.7100137198989
SLIRP,25.0241988743355,24.8023771267948,25.1845745322148,24.7725856112112,23.2884729586692,25.8447930986547,24.1617715826906,23.4748153712167,25.4391412393646,26.0742270648166,26.578307267632,26.2661547212555,23.676846689813,26.4763939404678,27.0903297136346,26.5283248541323,26.2065197262125,26.5470437220706,25.996494521814,27.0940606062617
SLK,23.3757812013824,21.7020972917609,25.0942217247297,22.5239364279738,25.0617169437124,25.0342686877091,24.620196552811,24.9476636886255,23.2971016196371,24.9795867297026,24.9410949027188,23.4420649251436,22.4919776773761,24.4408210215635,24.6262816449109,24.7849654636217,24.7215064383044,24.6281745073955,23.518420456808,24.7872593347586
SLMAP,29.2878004319796,30.0563361051466,30.6543761004937,29.8989389463403,29.7993569506586,30.2996384458563,29.0336492551985,30.0828388581143,29.5728075017306,29.7076231942681,29.5903869990316,28.4536792599077,28.8781824747369,27.8697955417182,28.71898144323,28.3016456437084,28.3778661602906,27.3326187286455,26.7088567660796,22.3466648505147
SMC1A,25.0877629096515,24.9092606325329,21.4190813351288,21.4002259443239,21.8649217571271,24.6644889514324,24.8760053867944,22.5071213959134,21.7082377203034,22.4777290717303,24.9027902111787,25.3848227388181,22.5100771180822,26.1142211445138,24.7618238934919,25.0298533650476,24.0461854620782,22.6014652852334,24.9514928302326,25.5276092019953
SMC3,21.4322842481667,23.6534564610484,22.8563510890733,25.468957830759,22.1152390490934,18.0574753684924,25.427711307252,21.7917272370523,24.4224595482185,22.0975656576858,25.2150459112619,26.0397166217759,23.4570397641642,26.0409500250869,25.3469892335864,25.7788639952772,20.1628323915045,26.2139342359898,24.6474619398718,26.0973599437481
SMS,28.1771688100535,24.5878361041185,27.8069800494549,27.4043812355166,27.1777866157298,28.189144987279,28.4683597290717,27.7656603286987,28.8780070248665,28.3409170726308,27.6565598311651,28.5623453262338,27.9780923700472,27.2771955814779,29.6317481627464,29.1019944195967,28.7226988910321,27.801131568942,30.1729559333231,32.32085035011
SMTN,29.9941544358354,29.159088249641,30.0983593200424,30.1388269796877,30.2197425374365,29.7087252353287,29.6087244104438,30.1158240647295,29.6388931867568,29.8024726573699,29.9941544358354,29.1393150362015,29.40588292264,28.7691334324813,29.1823643825262,28.2428627782376,29.4069777627252,27.9255259178827,28.6873908487024,25.6036827082147
SNAP23,21.2203393112339,14.8559142135986,26.0979425789063,20.9748185161586,19.2347206697212,25.9077717948484,22.072877631903,22.0876642516714,21.8293607049312,26.000110408637,21.5120130288529,21.9643891358735,21.4040295937023,26.579602519888,26.1671616146407,26.4318607460583,25.4884271119907,27.121195485209,26.2986425378178,25.8341728084008
SNAPIN,20.2038823721281,21.3640893023622,21.5409532049128,21.8395049516212,23.9782342370877,18.94761902762,22.804474070884,23.4781124452388,22.1248680179986,24.5644183994419,24.740108075849,24.5586500587653,19.0265357116652,24.6940768487093,25.2765390568774,25.1404369399971,23.0710770966135,25.1779006432382,20.8053728015419,25.1749710804455
SNCG,26.4284463082302,28.4978129241027,30.0057100320767,28.3119430484666,28.0131851526388,28.1915001006703,26.635887247085,27.942236532226,27.6614611732522,27.3297992118114,27.4101359749036,22.0111035508002,22.5927573490214,25.7968688120533,22.3986158380136,21.123034450588,26.5970466169504,22.002237110264,25.5292785050926,22.4200443171608
SND1,28.3324480056064,27.8673229551456,27.2855975073786,27.9323573275182,28.2232918313061,28.0471845007523,28.1305046574256,27.3195858546693,28.7007782990179,28.421536916538,28.7111566151892,28.8663799016065,27.6697284009004,28.8749624986717,28.8458938994095,29.1542427395222,28.5361217984032,29.0506134293245,28.7401145111514,29.5787571397991
SNRNP200,26.6022956238236,26.041200757784,25.610175750237,26.3174137179038,26.4634490380312,26.146839457684,26.7963737635657,26.328550028816,26.4948029823465,26.7124035710624,26.8234737575361,27.5024109472478,26.5254899835008,27.8262044688538,27.1698777627675,27.0724494532764,26.8000824932196,27.9028821933931,27.5769387941625,27.5769387941625
SNRNP70,25.9590765261506,21.6595819530734,25.5776448004684,24.5814713892173,25.1273098625706,25.556985191395,25.863251626384,24.9612423039506,26.2868668026721,21.9530823535063,25.4750335198488,26.7893008024818,26.1390515061905,27.4952605933804,26.9056389363482,26.7683763771687,26.8837856342975,27.5360847344707,27.3356031161533,27.5313326723967
SNRPA,26.4247835679509,22.848069762701,23.2948094764129,23.4346146912445,22.3479653966213,20.6573596432272,25.7221581739525,20.8913693215686,22.1543122812803,22.2195934283772,26.6891252582636,22.8858054022153,25.922977036089,26.709119791612,27.2645449696171,26.8907591194333,26.0983442592065,26.8473284653622,26.4339309985889,27.3100801925779
SNRPA1,26.0540756420099,23.1664986408859,19.0002972792724,22.2903572935995,22.6201596997154,22.0916597409891,21.7579928717658,22.7171343707932,26.1157695053981,20.8859506656914,26.2550287139351,26.5160200250488,25.2108541301707,26.289102979993,26.2591661215015,26.4408051836968,26.1411389054847,26.507425438816,26.4424830307473,26.5723774565266
SNRPC,23.3045007268787,23.5876438213807,22.0602491785524,22.360470814274,23.3184959510178,22.9516035839611,25.9080696853271,18.2199177083242,22.0022754821145,22.9353399445854,22.7953223879925,26.5045037001075,26.3825488314815,26.8811035023412,26.9423484080774,26.800329403205,20.5473363423145,26.8366546680859,26.7255944653946,27.4282226519177
SNRPD1,25.4275514748686,20.0429867391626,23.2649059905545,21.3828769519375,23.3604075065792,20.3504481591817,23.1565164440537,23.482791112757,21.0606708518387,22.5205495947013,25.0556485129605,22.8132157375387,25.3382752944632,25.5973024164638,25.2931965819325,25.1602333641411,25.1629625750293,25.627979768533,25.5389876615755,26.1360027733078
SNRPD2,25.7104342004501,21.1025569992257,21.9865686303785,23.0210184014665,24.6382096266336,22.9340467625745,22.4490245400853,22.6232553030148,26.0276195359691,21.8294862493374,26.4959619818391,27.0508209814815,20.0728904005213,26.9260351542981,26.8938862242665,26.122637656842,27.1252417646119,27.0189253261566,25.8454153935872,26.3590909400067
SNRPD3,26.1569977568834,21.8445644797365,24.9344960713872,23.7645432414264,23.2663667978111,25.0292215001204,25.9400868317968,24.7273355171066,25.6072998328101,22.1345349919447,25.2355684444097,25.7413174083898,26.205047160327,25.4872313685482,25.9696535166411,25.2245711223237,26.0891176194311,25.5102054317959,26.5092239808812,26.3350919451166
SNTB2,27.5476027294453,26.6706065484416,26.8222584470094,26.7732901504526,27.288856642172,27.0046389889385,26.7648381901326,26.3909837936065,27.0871963851695,27.0631168990534,26.7988473090338,26.7418831308214,26.3864189227212,26.7113535746253,26.6168079381183,27.1464704794849,26.681773078604,26.1295518744817,26.9010414339205,26.2889270286987
SNX1,26.5138385339072,26.7605301216415,27.0406156470249,26.2584474241626,26.5402447704622,27.0757169358331,26.8687952433037,26.7565909333689,26.6277015245513,26.9267138566978,26.8991983227904,27.2138230213348,26.6456766809193,27.094463368699,27.0318103894775,27.2818890047112,26.6254736387061,27.0922467825447,26.4506858303393,26.7943918691479
SNX12,25.9101074390346,26.4049820979499,26.3559532408623,26.2419268689428,26.2871663344994,26.7211674193765,25.9739502563012,26.0674112184059,25.1924598837372,26.2752606385032,26.0299797048309,26.0663645007106,25.8533619115504,25.6823894259975,26.2059607009772,26.0467475064556,25.7929284756464,25.5001479672112,23.1396881086994,25.129355346121
SNX2,25.7919354994623,22.6217351255997,20.7351815891887,25.6035129327812,25.8027961816822,25.9492232868325,25.9587004988624,25.9206848640602,25.768729719086,25.9868943934974,26.1155710904343,26.321187003316,25.5936601075226,25.7866862088119,26.4589517385091,26.5025626980674,25.9809597391733,25.9022381947033,25.6721453945006,25.7547319705059
SNX3,24.894811473643,22.5517091726318,25.6857078133828,17.9261007303746,25.5359661234875,25.6362469075728,23.0243755839092,25.3646949455306,24.9807201014995,25.2801551023673,25.1704318408199,25.4170598010854,25.0174180849729,25.2235404154738,24.9066942927218,25.1115970498505,25.5698162147144,25.4158678504887,24.68458469806,22.4397743095646
SNX5,25.9499134277527,25.9327402831006,21.4103811931304,25.9575496889696,25.5475144795218,23.2520985701166,21.5857084040107,25.6714976593671,21.3557341429203,25.5743856445433,25.87034835027,25.8197760345113,25.758015365275,25.8203605159673,25.8922656086285,26.1769881707211,25.9388762161706,25.7522326042676,23.5775061379611,26.0287579565593
SNX6,25.4047385352324,20.8572861791265,25.4218177799513,25.529725312071,25.2722376479486,25.1028154354585,25.2282462186683,25.1096856150306,25.0039745426559,25.1871825986815,25.4731143835262,25.2233194538844,22.7933964269063,25.4002496265865,25.0289686766416,25.4017800267147,25.1534069924599,25.6175367418772,25.0163982121475,25.6242189393597
SNX9,22.3816539204492,22.6408162489026,25.4857276180371,25.0924484311635,18.5961185442906,21.1171020176863,25.4866484676508,25.7790143412651,22.9904162005086,23.1519456754501,24.9251523635716,26.0074862100675,25.4002170472371,25.8947883496391,25.3345294477075,25.8123030650726,25.1648814610338,25.3785856532708,22.9815879685666,25.2941085922491
SOD1,31.4924745459824,32.3705682880567,33.0431770164722,31.726025051517,31.7820679830823,32.1282628975265,31.816616651792,31.9861389730395,31.9448214444942,31.8235041271862,31.6833636555938,32.066411978615,32.2943069220079,31.7669874097997,31.8566407940279,32.0667648059776,31.837294018879,32.1906939071474,32.0755575625199,32.1216401438783
SOD2,30.5629275423149,30.5827099775543,30.5856675146266,31.1393150362015,31.2356346324515,30.682443008981,30.9056963125156,30.0968524576466,30.5551757566387,31.1864200380472,31.035380898753,30.3400044647615,30.3903852721146,31.2081582850494,30.0085177430652,31.9549764124644,31.6870403782209,30.0861335517784,31.4793306997494,29.034384145717
SOD3,29.3813981546384,30.871955584197,30.2060632051543,29.3563857090715,29.138412001796,30.0251181821348,29.6585019373173,30.5979701236679,29.9860372255197,30.1069933679139,29.1962926435622,28.0207277012354,29.3483660969302,28.5679756817576,28.4175990766933,27.7896117482427,28.8669693823048,27.7401466872326,27.874376275567,27.6798956168618
SON,23.9840714120992,22.1242920923327,20.1666414139401,20.5333491776602,23.3345353885474,23.2485318598754,23.086437301774,23.5762489558422,25.0888952916552,21.5757035437806,24.9401988744676,25.8924509140094,25.4326254929837,25.8176309076698,25.4156100019072,25.1397736588286,21.1539386658651,26.5371073496363,25.4541893303663,25.2927403604828
SORBS1,30.520938826386,30.325602464692,30.5537119274399,31.0304560116025,31.3066623179859,30.637805552455,30.1835243050933,31.0376079880212,30.2987648793501,30.419609521613,30.707096549103,30.2735320855038,30.6932029039282,29.8109527071558,29.7915225925925,29.653351337784,30.1821038635205,28.6833134536519,29.4514210136718,28.4250237702504
SORBS2,28.6371664007019,28.8453555691987,28.2510148987313,28.5918497625987,29.1887913884404,28.6454018295105,28.6003472085132,29.5474556432402,28.8429905193703,28.4390460988411,28.5749558070018,26.3990926089102,29.4536007715207,27.4111063432206,28.6407557971673,27.379395687118,27.5928478714828,27.8649641644449,26.9725705564917,25.8062917759222
SORBS3,26.5286676450155,23.6514198584061,27.0988863502708,26.5598318244095,26.9894520182238,27.2981530679159,26.5565321318481,26.8727922823166,26.3820375328524,26.7402110372422,26.999809430637,26.5430213149818,26.5311392886195,26.8223800241419,26.5733313331888,26.544952880666,27.0657895090848,25.5593213037012,25.9951362243704,25.547249697357
SORD,32.0264709820756,29.2498854106592,30.798538347679,30.2046647930504,30.5769568088225,30.9712416222316,31.2455852732255,30.2808497981416,32.1510093848803,31.1478294064892,31.2577171305297,31.803627768356,30.2427492293775,32.0328877237475,31.6246198647212,32.1875118152944,31.6887502021409,30.537973782022,32.4601447716594,33.2269070412498
SPCS1,26.7773095019388,22.8995392110425,23.4252072839176,15.8368035182322,26.8633697977434,26.7448367110903,23.0463113548323,22.1816363953015,26.6071022555497,27.0694818914126,27.2779936549098,25.93077937966,25.6579366112643,26.4999047514579,26.9471508810051,27.207227514023,26.2132297316702,26.7963737635657,27.2034050621649,27.0216809889885
SPCS2,24.4809913150708,18.500527586858,22.0132150013221,23.2020475489739,23.0647304337334,22.7029700490695,24.6354444649006,23.3659003803789,23.581567442065,24.9113195668639,24.909672654538,25.1886169144177,21.3208764785482,24.9821137994587,24.8868348694717,25.2022096339055,24.8251249386296,24.9008572287312,25.9933447669109,25.5411758036843
SPOCK1,27.1263254237464,21.4807552776369,27.4189262846357,22.4257203508321,21.4261789146345,26.1647855773254,26.5432131126978,25.1327711256638,27.3634422072764,26.1785846190915,26.4727426427307,23.25180653559,25.73634494728,22.8108551219604,28.38886735815,23.9791069580875,23.3898570257483,27.555888835205,27.3069555961531,28.5338220320774
SPON1,25.164766399819,27.9647712952614,26.5627165161334,26.3345805928992,26.1647855773254,26.8873928101306,25.7779114400056,27.5553037710551,25.8261923437867,27.2656183369238,23.1308391960193,18.9283687370596,23.6087116548197,22.2010533060871,23.1684190525186,21.9660429460603,23.0163670319928,22.944101290708,21.6251852691071,23.5832001982689
SPON2,22.9754254792294,21.5082093380489,25.8255859604689,22.8803368531946,20.9198279260891,25.8940713216194,22.3657293454543,23.2580409878394,27.7716540848931,23.1323114065578,27.0932547439082,26.8534095063987,26.3288752627748,20.539097706851,22.9852035620056,29.4816996734686,27.8439190391468,23.2730151730929,29.5640549177839,30.8140587827262
SPR,27.161829233994,26.625334281542,26.624916129264,27.0094524337625,26.4175105527366,26.2609074771662,26.7570998205138,26.3205157702178,27.0328614568713,26.7503424543385,27.2767520165118,26.9276182968439,27.5504679172282,27.6356797098566,26.8272347272704,27.0213632963882,26.87853331048,27.4370625763232,27.7144357670712,27.6901249315044
SPTAN1,31.6696608289447,32.3111635410112,31.9389463026454,31.6858297658382,31.5921884840882,32.2302898822963,31.8922945641632,31.9526873557374,31.8402238837994,31.9597163766932,32.0205886274612,31.9774305942731,31.5389913605611,31.966539434796,31.8509161012215,32.0925429442521,31.6645838910101,32.0120530263917,31.5531626083417,31.9077030421558
SPTBN1,30.5366776431571,31.4114498588805,30.8073946986395,30.6629724622675,30.5506880807774,31.0543318678364,30.7059438421262,30.9418169204995,30.7056967136178,30.8467757286677,30.8858375943625,30.7993106270406,30.3763764139668,30.6033749755287,30.6867065176372,30.8419864466815,30.4774983384096,30.7549358093704,30.4209148100433,30.5326893486914
SPTBN2,27.0307585557761,21.0612221870377,23.7441922123929,20.1251240535748,22.8953370619224,23.5271915742486,19.6781883242999,23.3583022428613,25.5511283071067,25.9517596007661,26.6169481212833,26.5049885428567,22.8071697291715,27.5718135055465,27.1487992855448,27.1323200781597,26.3925240492311,26.723382640486,27.4797739743642,29.5687186991237
SQRDL,27.4144168523926,26.4590299363292,25.0948257587808,27.0431215954715,27.3468032985834,26.9987339963413,26.755190567457,26.63727006617,27.7396961567796,27.4881512591474,27.474523031203,27.6635663559679,26.9104505974206,27.8902372756735,26.2608357102197,28.5772630236313,27.4684762618358,27.4722003489783,28.0411380786949,26.7775603399887
SRC,25.0032025433885,23.851433554548,24.6736826009033,25.2579621009818,25.2512226282484,24.8678767117678,25.6024372241615,25.1236048818757,25.2515477100661,25.4134487089445,25.1899744257302,25.5815288545154,25.0027734763378,25.2965961491256,25.3307738498252,25.6306481839119,25.2266303295421,25.0643099060416,25.4524936304516,24.8442184342214
SRI,28.635887247085,28.7843477393387,29.0053352574179,28.5051400228066,28.7685025806453,28.6916231437625,28.5173573773991,28.6567984762955,28.7202216571231,28.7740760605014,28.7875271307856,29.1034208855764,28.3254309093031,28.4597882353063,28.7863434703955,28.6595230493126,28.5108467888937,28.4098123737043,28.4956418250611,27.8601757686331
SRP14,26.8221368596308,22.0494184873642,22.9511112802996,26.0957112181725,26.2571888416692,26.3610004191628,20.603395422771,25.8670518903853,26.2776212755807,26.523905999973,26.4109769984824,27.4171564025814,26.8998897654304,22.2502324229846,27.544952880666,26.7880563488199,27.2801196948979,27.7958166308919,27.428781727701,27.1596176172086
SRP54,24.0127377359688,21.9502343598955,22.3927252252098,24.6494917029882,24.5630221302394,23.577270227903,25.7158893246304,24.590465526451,25.1113582589467,24.6373806344595,25.4354896889629,25.7864618801451,25.8576866256865,26.2808630693266,25.7621027902784,25.7533553043437,25.665221180709,26.4248155972349,26.0116932238183,26.1512598509844
SRP68,24.4808680867948,24.2233931115079,23.5548501830893,23.8031165533093,24.3518488425295,24.0046175599633,24.3808658108278,24.1949035053207,24.1452269107917,24.3263570661428,24.2043383017607,24.9327402831006,24.5043976190326,24.8401893610716,24.7670884707111,25.1981302569068,24.6935452343467,25.3915574852109,24.8178260510545,25.2290534850347
SRP72,22.7083840642647,23.0905634654523,16.8433246632107,22.9145347724695,23.1038160423988,23.0637176396752,24.2592559335002,20.4477714958947,23.3147027204493,23.0776372108131,23.1915339862393,23.9820702667709,23.2277467178063,24.1012531015533,23.8010452032896,23.4867712032025,23.0165310905088,24.9033420165175,23.9542914635853,23.925967266494
SRP9,26.4572616302302,22.0476142424443,23.8586684542222,22.9538951544733,21.9254737431087,22.7953487529703,21.9806582662847,22.2393185376145,25.9808726028064,20.5121530175211,22.1652538604447,27.5179580310808,26.7770586202685,21.544664649714,27.157980762113,21.3127064644794,27.198542460846,26.4846832774394,27.0392564386385,26.2205176739088
SRPRB,24.1050158553814,18.358686996826,22.2798462146344,24.2125990939544,20.3631173786754,24.5335027425128,24.0923274453744,22.3055021378309,24.6304537786893,24.7218193081594,25.1758848292154,25.1040960880242,22.4109373159718,25.5856030512013,25.4328803185678,25.4015521976439,24.2870782433585,25.2661010917955,24.6958297875413,25.0161431312497
SRRM1,21.8319712918731,25.3221674748766,24.9627431801459,18.0085532411712,24.7733907708349,19.5820184338098,20.0513294998153,22.1874567516019,22.2095416828451,25.0643099060416,25.6005102677598,24.7103553696811,25.3617534657786,25.9621253613865,25.9150638637387,26.0892388746876,25.0972795618091,26.3906722654596,25.2010506174189,25.5527706328647
SRRM2,22.6209222085902,23.6589106702356,23.6677323200053,23.535379449033,22.4016095901531,22.1892423759235,23.3531650903311,20.0281174199019,23.2705682204842,20.6127912093849,21.6051844378905,26.1588860762267,22.9529864636149,25.9972916563834,26.012588566239,25.9659163612921,26.0103491674747,26.3047121319129,23.3335445348584,26.3722550531914
SRRT,25.8906199795527,22.8346373766885,25.7556744839191,22.8195462739299,22.6102039015826,26.0724085628779,24.3504331467145,25.1199694939274,26.3508883433166,26.3981956893657,26.7805669997242,27.02591021896,26.2002836592535,27.5100544827986,27.4370625763232,26.7829428360814,26.9017319939852,27.2145642904793,26.4531218998693,26.7418831308214
SRSF1,27.7316919221507,27.8305628845776,28.3370929980092,23.5596617510785,27.8411016842711,28.1406319646734,27.6328403715261,27.9078176281565,27.9281832841395,28.0611091873842,28.0442687020735,28.8296257260499,28.2623958362682,28.6569689129374,28.6960752944903,28.5005507031311,28.548705398252,28.6433731816456,28.6979980925223,28.8713240696144
SRSF10,26.1243150831956,25.3596774525035,24.8852994191357,17.4567080125947,25.1295911769414,24.8293414350738,25.112551818422,19.2573023655215,25.2580699646876,25.0928516438662,25.4038613688235,25.5756267222675,26.1069534449806,25.8092146734151,26.0521900773555,25.3842957750497,23.3670325883038,25.9910969045838,25.874458361143,26.4842991385532
